Starting parallel pool (parpool) using the 'Processes' profile ...
Connected to parallel pool with 8 workers.
2024-01-05_12:26:30:483 pEMG_processing started
2024-01-05_12:26:30:568 pEMG_save started
2024-01-05_12:26:34:052 pEMG_worker started
2024-01-05_12:26:34:237 pEEG_save started
2024-01-05_12:26:36:292 pEEG_processing started
2024-01-05_12:26:38:569 pEEG_worker started
2024-01-05_12:26:38:570 All processes started
2024-01-05_12:26:34:060 EMG Worker checking for start
2024-01-05_12:26:38:577 EMG Worker start command receieved
2024-01-05_12:26:38:577 EEG Save, receieved start command
2024-01-05_12:26:44:031 EMG Worker, scans read: 2700
2024-01-05_12:26:44:032 EMG Worker, scans read: 2700
2024-01-05_12:26:44:034 EMG Worker, scans read: 2700
2024-01-05_12:26:44:036 EMG Worker, scans read: 2700
2024-01-05_12:26:44:037 EMG Worker, scans read: 2700
2024-01-05_12:26:44:040 EMG Worker, scans read: 2700
2024-01-05_12:26:44:043 EMG Worker, scans read: 2700
2024-01-05_12:26:44:046 EMG Worker, scans read: 2700
2024-01-05_12:26:44:048 EMG Worker, scans read: 2700
2024-01-05_12:26:44:051 EMG Worker, scans read: 2700
2024-01-05_12:26:44:054 EMG Worker, scans read: 2700
2024-01-05_12:26:44:057 EMG Worker, scans read: 2700
2024-01-05_12:26:44:059 EMG Worker, scans read: 2700
2024-01-05_12:26:44:061 EMG Worker, scans read: 2700
2024-01-05_12:26:44:064 EMG Worker, scans read: 2700
2024-01-05_12:26:44:066 EMG Worker, scans read: 2700
2024-01-05_12:26:44:069 EMG Worker, scans read: 2700
2024-01-05_12:26:44:072 EMG Worker, scans read: 2700
2024-01-05_12:26:44:074 EMG Worker, scans read: 2700
2024-01-05_12:26:44:077 EMG Worker, scans read: 2700
2024-01-05_12:26:44:079 EMG Worker, scans read: 2700
2024-01-05_12:26:44:082 EMG Worker, scans read: 2700
2024-01-05_12:26:44:084 EMG Worker, scans read: 2700
2024-01-05_12:26:44:087 EMG Worker, scans read: 2700
2024-01-05_12:26:44:089 EMG Worker, scans read: 2700
2024-01-05_12:26:44:092 EMG Worker, scans read: 2700
2024-01-05_12:26:44:094 EMG Worker, scans read: 2700
2024-01-05_12:26:44:097 EMG Worker, scans read: 2700
2024-01-05_12:26:44:099 EMG Worker, scans read: 2700
2024-01-05_12:26:44:102 EMG Worker, scans read: 2700
2024-01-05_12:26:44:105 EMG Worker, scans read: 2700
2024-01-05_12:26:44:107 EMG Worker, scans read: 2700
2024-01-05_12:26:44:110 EMG Worker, scans read: 2700
2024-01-05_12:26:44:112 EMG Worker, scans read: 2700
2024-01-05_12:26:44:115 EMG Worker, scans read: 2700
2024-01-05_12:26:44:118 EMG Worker, scans read: 2700
2024-01-05_12:26:44:120 EMG Worker, scans read: 2700
2024-01-05_12:26:44:122 EMG Worker, scans read: 2700
2024-01-05_12:26:44:125 EMG Worker, scans read: 2700
2024-01-05_12:26:44:127 EMG Worker, scans read: 2700
2024-01-05_12:26:44:129 EMG Worker, scans read: 2700
2024-01-05_12:26:44:132 EMG Worker, scans read: 2700
2024-01-05_12:26:44:134 EMG Worker, scans read: 2700
2024-01-05_12:26:44:136 EMG Worker, scans read: 2700
2024-01-05_12:26:44:139 EMG Worker, scans read: 2700
2024-01-05_12:26:44:141 EMG Worker, scans read: 2700
2024-01-05_12:26:44:143 EMG Worker, scans read: 2700
2024-01-05_12:26:44:146 EMG Worker, scans read: 2700
2024-01-05_12:26:44:147 EMG Worker, scans read: 2700
2024-01-05_12:26:44:149 EMG Worker, scans read: 2700
2024-01-05_12:26:44:151 EMG Worker, scans read: 2700
2024-01-05_12:26:44:153 EMG Worker, scans read: 2700
2024-01-05_12:26:44:155 EMG Worker, scans read: 2700
2024-01-05_12:26:44:156 EMG Worker, scans read: 2700
2024-01-05_12:26:44:158 EMG Worker, scans read: 2700
2024-01-05_12:26:44:159 EMG Worker, scans read: 2700
2024-01-05_12:26:44:162 EMG Worker, scans read: 2700
2024-01-05_12:26:44:165 EMG Worker, scans read: 2700
2024-01-05_12:26:44:167 EMG Worker, scans read: 2700
2024-01-05_12:26:44:170 EMG Worker, scans read: 2700
2024-01-05_12:26:44:172 EMG Worker, scans read: 2700
2024-01-05_12:26:44:174 EMG Worker, scans read: 2700
2024-01-05_12:26:44:176 EMG Worker, scans read: 2700
2024-01-05_12:26:44:178 EMG Worker, scans read: 2700
2024-01-05_12:26:44:181 EMG Worker, scans read: 2700
2024-01-05_12:26:44:184 EMG Worker, scans read: 2700
2024-01-05_12:26:44:186 EMG Worker, scans read: 2700
2024-01-05_12:26:44:189 EMG Worker, scans read: 2700
2024-01-05_12:26:44:191 EMG Worker, scans read: 2700
2024-01-05_12:26:44:194 EMG Worker, scans read: 2700
2024-01-05_12:26:44:195 EMG Worker, scans read: 2700
2024-01-05_12:26:44:197 EMG Worker, scans read: 2700
2024-01-05_12:26:44:199 EMG Worker, scans read: 2700
2024-01-05_12:26:44:201 EMG Worker, scans read: 2700
2024-01-05_12:26:44:203 EMG Worker, scans read: 2700
2024-01-05_12:26:44:204 EMG Worker, scans read: 2700
2024-01-05_12:26:44:206 EMG Worker, scans read: 2700
2024-01-05_12:26:44:208 EMG Worker, scans read: 2700
2024-01-05_12:26:44:211 EMG Worker, scans read: 2700
2024-01-05_12:26:44:213 EMG Worker, scans read: 2700
2024-01-05_12:26:44:216 EMG Worker, scans read: 2700
2024-01-05_12:26:44:218 EMG Worker, scans read: 2700
2024-01-05_12:26:44:221 EMG Worker, scans read: 2700
2024-01-05_12:26:44:223 EMG Worker, scans read: 2700
2024-01-05_12:26:44:226 EMG Worker, scans read: 2700
2024-01-05_12:26:44:228 EMG Worker, scans read: 2700
2024-01-05_12:26:44:230 EMG Worker, scans read: 2700
2024-01-05_12:26:44:233 EMG Worker, scans read: 2700
2024-01-05_12:26:44:235 EMG Worker, scans read: 2700
2024-01-05_12:26:44:237 EMG Worker, scans read: 2700
2024-01-05_12:26:44:240 EMG Worker, scans read: 2700
2024-01-05_12:26:44:242 EMG Worker, scans read: 2700
2024-01-05_12:26:44:245 EMG Worker, scans read: 2700
2024-01-05_12:26:44:248 EMG Worker, scans read: 2700
2024-01-05_12:26:44:250 EMG Worker, scans read: 2700
2024-01-05_12:26:44:252 EMG Worker, scans read: 2700
2024-01-05_12:26:44:255 EMG Worker, scans read: 2700
2024-01-05_12:26:44:257 EMG Worker, scans read: 2700
2024-01-05_12:26:44:260 EMG Worker, scans read: 2700
2024-01-05_12:26:44:262 EMG Worker, scans read: 2700
2024-01-05_12:26:44:264 EMG Worker, scans read: 2700
2024-01-05_12:26:44:267 EMG Worker, scans read: 2700
2024-01-05_12:26:44:269 EMG Worker, scans read: 2700
2024-01-05_12:26:44:272 EMG Worker, scans read: 2700
2024-01-05_12:26:44:274 EMG Worker, scans read: 2700
2024-01-05_12:26:44:277 EMG Worker, scans read: 2700
2024-01-05_12:26:44:280 EMG Worker, scans read: 2700
2024-01-05_12:26:44:282 EMG Worker, scans read: 2700
2024-01-05_12:26:44:284 EMG Worker, scans read: 2700
2024-01-05_12:26:44:287 EMG Worker, scans read: 2700
2024-01-05_12:26:44:289 EMG Worker, scans read: 2700
2024-01-05_12:26:44:292 EMG Worker, scans read: 2700
2024-01-05_12:26:44:294 EMG Worker, scans read: 2700
2024-01-05_12:26:44:297 EMG Worker, scans read: 2700
2024-01-05_12:26:44:299 EMG Worker, scans read: 2700
2024-01-05_12:26:44:301 EMG Worker, scans read: 2700
2024-01-05_12:26:44:303 EMG Worker, scans read: 2700
2024-01-05_12:26:44:305 EMG Worker, scans read: 2700
2024-01-05_12:26:44:307 EMG Worker, scans read: 2700
2024-01-05_12:26:44:308 EMG Worker, scans read: 2700
2024-01-05_12:26:44:310 EMG Worker, scans read: 2700
2024-01-05_12:26:44:311 EMG Worker, scans read: 2700
2024-01-05_12:26:44:313 EMG Worker, scans read: 2700
2024-01-05_12:26:44:314 EMG Worker, scans read: 2700
2024-01-05_12:26:44:316 EMG Worker, scans read: 2700
2024-01-05_12:26:44:319 EMG Worker, scans read: 2700
2024-01-05_12:26:44:320 EMG Worker, scans read: 2700
2024-01-05_12:26:44:322 EMG Worker, scans read: 2700
2024-01-05_12:26:44:324 EMG Worker, scans read: 2700
2024-01-05_12:26:44:326 EMG Worker, scans read: 2700
2024-01-05_12:26:44:327 EMG Worker, scans read: 2700
2024-01-05_12:26:44:329 EMG Worker, scans read: 2700
2024-01-05_12:26:44:331 EMG Worker, scans read: 2700
2024-01-05_12:26:44:332 EMG Worker, scans read: 2700
2024-01-05_12:26:44:334 EMG Worker, scans read: 2700
2024-01-05_12:26:44:336 EMG Worker, scans read: 2700
2024-01-05_12:26:44:338 EMG Worker, scans read: 2700
2024-01-05_12:26:44:339 EMG Worker, scans read: 2700
2024-01-05_12:26:44:341 EMG Worker, scans read: 2700
2024-01-05_12:26:44:343 EMG Worker, scans read: 2700
2024-01-05_12:26:44:344 EMG Worker, scans read: 2700
2024-01-05_12:26:44:346 EMG Worker, scans read: 2700
2024-01-05_12:26:44:348 EMG Worker, scans read: 2700
2024-01-05_12:26:44:351 EMG Worker, scans read: 2700
2024-01-05_12:26:44:354 EMG Worker, scans read: 2700
2024-01-05_12:26:44:356 EMG Worker, scans read: 2700
2024-01-05_12:26:44:359 EMG Worker, scans read: 2700
2024-01-05_12:26:44:361 EMG Worker, scans read: 2700
2024-01-05_12:26:44:363 EMG Worker, scans read: 2700
2024-01-05_12:26:44:366 EMG Worker, scans read: 2700
2024-01-05_12:26:44:369 EMG Worker, scans read: 2700
2024-01-05_12:26:44:371 EMG Worker, scans read: 2700
2024-01-05_12:26:44:373 EMG Worker, scans read: 2700
2024-01-05_12:26:44:376 EMG Worker, scans read: 2700
2024-01-05_12:26:44:378 EMG Worker, scans read: 2700
2024-01-05_12:26:44:381 EMG Worker, scans read: 2700
2024-01-05_12:26:44:384 EMG Worker, scans read: 2700
2024-01-05_12:26:44:387 EMG Worker, scans read: 2700
2024-01-05_12:26:44:389 EMG Worker, scans read: 2700
2024-01-05_12:26:44:392 EMG Worker, scans read: 2700
2024-01-05_12:26:44:394 EMG Worker, scans read: 2700
2024-01-05_12:26:44:397 EMG Worker, scans read: 2700
2024-01-05_12:26:44:399 EMG Worker, scans read: 2700
2024-01-05_12:26:44:402 EMG Worker, scans read: 2700
2024-01-05_12:26:44:405 EMG Worker, scans read: 2700
2024-01-05_12:26:44:407 EMG Worker, scans read: 2700
2024-01-05_12:26:44:409 EMG Worker, scans read: 2700
2024-01-05_12:26:44:412 EMG Worker, scans read: 2700
2024-01-05_12:26:44:414 EMG Worker, scans read: 2700
2024-01-05_12:26:44:416 EMG Worker, scans read: 2700
2024-01-05_12:26:44:419 EMG Worker, scans read: 2700
2024-01-05_12:26:44:421 EMG Worker, scans read: 2700
2024-01-05_12:26:44:423 EMG Worker, scans read: 2700
2024-01-05_12:26:44:426 EMG Worker, scans read: 2700
2024-01-05_12:26:44:428 EMG Worker, scans read: 2700
2024-01-05_12:26:44:430 EMG Worker, scans read: 2700
2024-01-05_12:26:44:432 EMG Worker, scans read: 2700
2024-01-05_12:26:44:434 EMG Worker, scans read: 2700
2024-01-05_12:26:44:436 EMG Worker, scans read: 2700
2024-01-05_12:26:44:438 EMG Worker, scans read: 2700
2024-01-05_12:26:44:440 EMG Worker, scans read: 2700
2024-01-05_12:26:44:443 EMG Worker, scans read: 2700
2024-01-05_12:26:44:446 EMG Worker, scans read: 2700
2024-01-05_12:26:44:448 EMG Worker, scans read: 2700
2024-01-05_12:26:44:450 EMG Worker, scans read: 2700
2024-01-05_12:26:44:452 EMG Worker, scans read: 2700
2024-01-05_12:26:44:454 EMG Worker, scans read: 2700
2024-01-05_12:26:44:456 EMG Worker, scans read: 2700
2024-01-05_12:26:44:458 EMG Worker, scans read: 2700
2024-01-05_12:26:44:459 EMG Worker, scans available for reading: 875
2024-01-05_12:26:44:462 EMG Worker, scans read: 2700
2024-01-05_12:26:44:462 EMG Response Time: 5.5585 ms
2024-01-05_12:26:44:465 EMG Worker, scans read: 2700
2024-01-05_12:26:44:467 EMG Worker, scans read: 2700
2024-01-05_12:26:44:469 EMG Worker, scans read: 2700
2024-01-05_12:26:44:472 EMG Worker, scans read: 2700
2024-01-05_12:26:44:474 EMG Worker, scans read: 2700
2024-01-05_12:26:44:477 EMG Worker, scans read: 2700
2024-01-05_12:26:44:479 EMG Worker, scans read: 2700
2024-01-05_12:26:44:482 EMG Worker, scans read: 2700
2024-01-05_12:26:44:484 EMG Worker, scans read: 2700
2024-01-05_12:26:44:487 EMG Worker, scans read: 2700
2024-01-05_12:26:44:490 EMG Worker, scans read: 2700
2024-01-05_12:26:44:492 EMG Worker, scans read: 2700
2024-01-05_12:26:44:495 EMG Worker, scans read: 2700
2024-01-05_12:26:44:497 EMG Worker, scans read: 2700
2024-01-05_12:26:44:500 EMG Worker, scans read: 2700
2024-01-05_12:26:44:502 EMG Worker, scans read: 2700
2024-01-05_12:26:44:505 EMG Worker, scans read: 2700
2024-01-05_12:26:44:508 EMG Worker, scans read: 2700
2024-01-05_12:26:44:511 EMG Worker, scans read: 2700
2024-01-05_12:26:44:513 EMG Worker, scans read: 2700
2024-01-05_12:26:44:516 EMG Worker, scans read: 2700
2024-01-05_12:26:44:519 EMG Worker, scans read: 2700
2024-01-05_12:26:44:521 EMG Worker, scans read: 2700
2024-01-05_12:26:44:524 EMG Worker, scans read: 2700
2024-01-05_12:26:44:527 EMG Worker, scans read: 2700
2024-01-05_12:26:44:529 EMG Worker, scans read: 2700
2024-01-05_12:26:44:532 EMG Worker, scans read: 2700
2024-01-05_12:26:44:534 EMG Worker, scans read: 2700
2024-01-05_12:26:44:536 EMG Worker, scans read: 2700
2024-01-05_12:26:44:538 EMG Worker, scans read: 2700
2024-01-05_12:26:44:539 EMG Worker, scans read: 2700
2024-01-05_12:26:44:541 EMG Worker, scans read: 2700
2024-01-05_12:26:44:542 EMG Worker, scans read: 2700
2024-01-05_12:26:44:544 EMG Worker, scans read: 2700
2024-01-05_12:26:44:545 EMG Worker, scans read: 2700
2024-01-05_12:26:44:547 EMG Worker, scans read: 2700
2024-01-05_12:26:44:549 EMG Worker, scans read: 2700
2024-01-05_12:26:44:552 EMG Worker, scans read: 2700
2024-01-05_12:26:44:555 EMG Worker, scans read: 2700
2024-01-05_12:26:44:558 EMG Worker, scans read: 2700
2024-01-05_12:26:44:561 EMG Worker, scans read: 2700
2024-01-05_12:26:44:564 EMG Worker, scans read: 2700
2024-01-05_12:26:44:566 EMG Worker, scans read: 2700
2024-01-05_12:26:44:569 EMG Worker, scans read: 2700
2024-01-05_12:26:44:571 EMG Worker, scans read: 2700
2024-01-05_12:26:44:574 EMG Worker, scans read: 2700
2024-01-05_12:26:44:576 EMG Worker, scans read: 2700
2024-01-05_12:26:44:578 EMG Worker, scans read: 2700
2024-01-05_12:26:44:580 EMG Worker, scans read: 2700
2024-01-05_12:26:44:581 EMG Worker, scans read: 2700
2024-01-05_12:26:44:583 EMG Worker, scans read: 2700
2024-01-05_12:26:44:586 EMG Worker, scans read: 2700
2024-01-05_12:26:44:588 EMG Worker, scans read: 2700
2024-01-05_12:26:44:590 EMG Worker, scans read: 2700
2024-01-05_12:26:44:593 EMG Worker, scans read: 2700
2024-01-05_12:26:44:595 EMG Worker, scans read: 2700
2024-01-05_12:26:44:597 EMG Worker, scans read: 2700
2024-01-05_12:26:44:599 EMG Worker, scans read: 2700
2024-01-05_12:26:44:601 EMG Worker, scans read: 2700
2024-01-05_12:26:44:603 EMG Worker, scans read: 2700
2024-01-05_12:26:44:604 EMG Worker, scans read: 2700
2024-01-05_12:26:44:606 EMG Worker, scans read: 2700
2024-01-05_12:26:44:608 EMG Worker, scans read: 2700
2024-01-05_12:26:44:610 EMG Worker, scans read: 2700
2024-01-05_12:26:44:611 EMG Worker, scans read: 2700
2024-01-05_12:26:44:613 EMG Worker, scans read: 2700
2024-01-05_12:26:44:616 EMG Worker, scans read: 2700
2024-01-05_12:26:44:618 EMG Worker, scans read: 2700
2024-01-05_12:26:44:621 EMG Worker, scans read: 2700
2024-01-05_12:26:44:623 EMG Worker, scans read: 2700
2024-01-05_12:26:44:625 EMG Worker, scans read: 2700
2024-01-05_12:26:44:628 EMG Worker, scans read: 2700
2024-01-05_12:26:44:630 EMG Worker, scans read: 2700
2024-01-05_12:26:44:633 EMG Worker, scans read: 2700
2024-01-05_12:26:44:636 EMG Worker, scans read: 2700
2024-01-05_12:26:44:638 EMG Worker, scans read: 2700
2024-01-05_12:26:44:640 EMG Worker, scans read: 2700
2024-01-05_12:26:44:642 EMG Worker, scans read: 2700
2024-01-05_12:26:44:644 EMG Worker, scans read: 2700
2024-01-05_12:26:44:646 EMG Worker, scans read: 2700
2024-01-05_12:26:44:648 EMG Worker, scans read: 2700
2024-01-05_12:26:44:650 EMG Worker, scans read: 2700
2024-01-05_12:26:44:652 EMG Worker, scans read: 2700
2024-01-05_12:26:44:654 EMG Worker, scans read: 2700
2024-01-05_12:26:44:656 EMG Worker, scans read: 2700
2024-01-05_12:26:44:658 EMG Worker, scans read: 2700
2024-01-05_12:26:44:660 EMG Worker, scans read: 2700
2024-01-05_12:26:44:663 EMG Worker, scans read: 2700
2024-01-05_12:26:44:665 EMG Worker, scans read: 2700
2024-01-05_12:26:44:667 EMG Worker, scans read: 2700
2024-01-05_12:26:44:670 EMG Worker, scans read: 2700
2024-01-05_12:26:44:672 EMG Worker, scans read: 2700
2024-01-05_12:26:44:674 EMG Worker, scans read: 2700
2024-01-05_12:26:44:676 EMG Worker, scans read: 2700
2024-01-05_12:26:44:679 EMG Worker, scans read: 2700
2024-01-05_12:26:44:681 EMG Worker, scans read: 2700
2024-01-05_12:26:44:683 EMG Worker, scans read: 2700
2024-01-05_12:26:44:685 EMG Worker, scans read: 2700
2024-01-05_12:26:44:688 EMG Worker, scans read: 2700
2024-01-05_12:26:44:690 EMG Worker, scans read: 2700
2024-01-05_12:26:44:692 EMG Worker, scans read: 2700
2024-01-05_12:26:44:696 EMG Worker, scans read: 2700
2024-01-05_12:26:44:699 EMG Worker, scans read: 2700
2024-01-05_12:26:44:702 EMG Worker, scans read: 2700
2024-01-05_12:26:44:704 EMG Worker, scans read: 2700
2024-01-05_12:26:44:706 EMG Worker, scans read: 2700
2024-01-05_12:26:44:709 EMG Worker, scans read: 2700
2024-01-05_12:26:44:712 EMG Worker, scans read: 2700
2024-01-05_12:26:44:715 EMG Worker, scans read: 2700
2024-01-05_12:26:44:718 EMG Worker, scans read: 2700
2024-01-05_12:26:44:720 EMG Worker, scans read: 2700
2024-01-05_12:26:44:724 EMG Worker, scans read: 2700
2024-01-05_12:26:44:728 EMG Worker, scans read: 2700
2024-01-05_12:26:44:731 EMG Worker, scans read: 2700
2024-01-05_12:26:44:733 EMG Worker, scans read: 2700
2024-01-05_12:26:44:737 EMG Worker, scans read: 2700
2024-01-05_12:26:44:739 EMG Worker, scans read: 2700
2024-01-05_12:26:44:741 EMG Worker, scans read: 2700
2024-01-05_12:26:44:743 EMG Worker, scans read: 2700
2024-01-05_12:26:44:745 EMG Worker, scans read: 2700
2024-01-05_12:26:44:747 EMG Worker, scans read: 2700
2024-01-05_12:26:44:749 EMG Worker, scans read: 2700
2024-01-05_12:26:44:752 EMG Worker, scans read: 2700
2024-01-05_12:26:44:754 EMG Worker, scans read: 2700
2024-01-05_12:26:44:757 EMG Worker, scans read: 2700
2024-01-05_12:26:44:759 EMG Worker, scans read: 2700
2024-01-05_12:26:44:761 EMG Worker, scans read: 2700
2024-01-05_12:26:44:763 EMG Worker, scans read: 2700
2024-01-05_12:26:44:765 EMG Worker, scans read: 2700
2024-01-05_12:26:44:768 EMG Worker, scans read: 2700
2024-01-05_12:26:44:771 EMG Worker, scans read: 2700
2024-01-05_12:26:44:773 EMG Worker, scans read: 2700
2024-01-05_12:26:44:776 EMG Worker, scans read: 2700
2024-01-05_12:26:44:779 EMG Worker, scans read: 2700
2024-01-05_12:26:44:781 EMG Worker, scans read: 2700
2024-01-05_12:26:44:785 EMG Worker, scans read: 2700
2024-01-05_12:26:44:787 EMG Worker, scans read: 2700
2024-01-05_12:26:44:789 EMG Worker, scans read: 2700
2024-01-05_12:26:44:791 EMG Worker, scans read: 2700
2024-01-05_12:26:44:793 EMG Worker, scans read: 2700
2024-01-05_12:26:44:795 EMG Worker, scans read: 2700
2024-01-05_12:26:44:797 EMG Worker, scans read: 2700
2024-01-05_12:26:44:799 EMG Worker, scans read: 2700
2024-01-05_12:26:44:802 EMG Worker, scans read: 2700
2024-01-05_12:26:44:805 EMG Worker, scans read: 2700
2024-01-05_12:26:44:807 EMG Worker, scans read: 2700
2024-01-05_12:26:44:809 EMG Worker, scans read: 2700
2024-01-05_12:26:44:812 EMG Worker, scans read: 2700
2024-01-05_12:26:44:814 EMG Worker, scans read: 2700
2024-01-05_12:26:44:816 EMG Worker, scans read: 2700
2024-01-05_12:26:44:819 EMG Worker, scans read: 2700
2024-01-05_12:26:44:821 EMG Worker, scans read: 2700
2024-01-05_12:26:44:822 EMG Worker, scans read: 2700
2024-01-05_12:26:44:824 EMG Worker, scans read: 2700
2024-01-05_12:26:44:826 EMG Worker, scans read: 2700
2024-01-05_12:26:44:828 EMG Worker, scans read: 2700
2024-01-05_12:26:44:829 EMG Worker, scans read: 2700
2024-01-05_12:26:44:831 EMG Worker, scans read: 2700
2024-01-05_12:26:44:834 EMG Worker, scans read: 2700
2024-01-05_12:26:44:836 EMG Worker, scans read: 2700
2024-01-05_12:26:44:838 EMG Worker, scans read: 2700
2024-01-05_12:26:44:840 EMG Worker, scans read: 2700
2024-01-05_12:26:44:843 EMG Worker, scans read: 2700
2024-01-05_12:26:44:845 EMG Worker, scans read: 2700
2024-01-05_12:26:44:847 EMG Worker, scans read: 2700
2024-01-05_12:26:44:850 EMG Worker, scans read: 2700
2024-01-05_12:26:44:852 EMG Worker, scans read: 2700
2024-01-05_12:26:44:854 EMG Worker, scans read: 2700
2024-01-05_12:26:44:856 EMG Worker, scans read: 2700
2024-01-05_12:26:44:858 EMG Worker, scans read: 2700
2024-01-05_12:26:44:860 EMG Worker, scans read: 2700
2024-01-05_12:26:44:862 EMG Worker, scans read: 2700
2024-01-05_12:26:44:864 EMG Worker, scans read: 2700
2024-01-05_12:26:44:867 EMG Worker, scans read: 2700
2024-01-05_12:26:44:869 EMG Worker, scans read: 2700
2024-01-05_12:26:44:871 EMG Worker, scans read: 2700
2024-01-05_12:26:44:873 EMG Worker, scans read: 2700
2024-01-05_12:26:44:876 EMG Worker, scans read: 2700
2024-01-05_12:26:44:878 EMG Worker, scans read: 2700
2024-01-05_12:26:44:880 EMG Worker, scans read: 2700
2024-01-05_12:26:44:883 EMG Worker, scans read: 2700
2024-01-05_12:26:44:885 EMG Worker, scans read: 2700
2024-01-05_12:26:44:887 EMG Worker, scans read: 2700
2024-01-05_12:26:44:889 EMG Worker, scans read: 2700
2024-01-05_12:26:44:891 EMG Worker, scans read: 2700
2024-01-05_12:26:44:893 EMG Worker, scans read: 2700
2024-01-05_12:26:44:896 EMG Worker, scans read: 2700
2024-01-05_12:26:44:898 EMG Worker, scans read: 2700
2024-01-05_12:26:44:900 EMG Worker, scans read: 2700
2024-01-05_12:26:44:902 EMG Worker, scans read: 2700
2024-01-05_12:26:44:904 EMG Worker, scans read: 2700
2024-01-05_12:26:44:906 EMG Worker, scans read: 2700
2024-01-05_12:26:44:908 EMG Worker, scans read: 2700
2024-01-05_12:26:44:910 EMG Worker, scans read: 2700
2024-01-05_12:26:44:912 EMG Worker, scans read: 2700
2024-01-05_12:26:44:915 EMG Worker, scans read: 2700
2024-01-05_12:26:44:917 EMG Worker, scans read: 2700
2024-01-05_12:26:44:919 EMG Worker, scans read: 2700
2024-01-05_12:26:44:922 EMG Worker, scans read: 2700
2024-01-05_12:26:44:924 EMG Worker, scans read: 2700
2024-01-05_12:26:44:926 EMG Worker, scans read: 2700
